"ID","Pokemon","Family","Shadow","Little_Rank","Master_Rank","Ultra_Rank","Great_Rank","Little_IVs","Master_IVs","Ultra_IVs","Great_IVs","Little_Level","Master_Level","Ultra_Level","Great_Level","Little_CP","Master_CP","Ultra_CP","Great_CP","Little_MoveSet","Master_MoveSet","Ultra_MoveSet","Great_MoveSet","Evo_Fam","Evo_Next"
"107","Hitmonchan (Shadow)","Hitmonchan","TRUE",,"386",,,,"15/15/15",,,,"50",,,,"2636",,,,"Counter, Close Combat, Ice Punch",,,"107;236","107;236"
"110","Weezing","Koffing","FALSE",,"484",,,,"15/15/15",,,,"50",,,,"2592",,,,"Infestation, Shadow Ball, Sludge Bomb",,,"109;110","110"
"110","Weezing (Galarian)","Koffing","FALSE",,"237",,,,"15/15/15",,,,"50",,,,"2592",,,,"Fairy Wind, Brutal Swing, Sludge",,,"109;110","110"
"110","Weezing (Galarian) (Shadow)","Koffing","TRUE",,"196",,,,"15/15/15",,,,"50",,,,"2592",,,,"Fairy Wind, Brutal Swing, Sludge",,,"109;110","110"
"110","Weezing (Shadow)","Koffing","TRUE",,"497",,,,"15/15/15",,,,"50",,,,"2592",,,,"Infestation, Shadow Ball, Sludge Bomb",,,"109;110","110"
"112","Rhydon","Rhyhorn","FALSE",,"96",,,,"15/15/15",,,,"50",,,,"3594",,,,"Mud Slap, Breaking Swipe, Stone Edge",,,"111;112;464","112;464"
"112","Rhydon (Shadow)","Rhyhorn","TRUE",,"90",,,,"15/15/15",,,,"50",,,,"3594",,,,"Mud Slap, Breaking Swipe, Stone Edge",,,"111;112;464","112;464"
"114","Tangela","Tangela","FALSE",,"410",,,,"15/15/15",,,,"50",,,,"2530",,,,"Vine Whip, Grass Knot, Sludge Bomb",,,"114;465","114;465"
"114","Tangela (Shadow)","Tangela","TRUE",,"418",,,,"15/15/15",,,,"50",,,,"2530",,,,"Vine Whip, Grass Knot, Sludge Bomb",,,"114;465","114;465"
"115","Kangaskhan","Kangaskhan","FALSE",,"232",,,,"15/15/15",,,,"50",,,,"2924",,,,"Mud Slap, Crunch, Stomp[etm]",,,"115","115"
"119","Seaking","Goldeen","FALSE",,"397",,,,"15/15/15",,,,"50",,,,"2444",,,,"Poison Jab[etm], Drill Run[etm], Icy Wind[etm]",,,"118;119","119"
"121","Starmie","Staryu","FALSE",,"443",,,,"15/15/15",,,,"50",,,,"2922",,,,"Quick Attack, Ice Beam, Hydro Pump",,,"120;121","121"
"122","Mr. Mime","Mr-mime","FALSE",,"505",,,,"15/15/15",,,,"50",,,,"2518",,,,"Confusion, Shadow Ball, Psychic",,,"122;439;866","122;439;866"
"123","Scyther","Scyther","FALSE",,"325",,,,"15/15/15",,,,"50",,,,"3060",,,,"Fury Cutter, Night Slash, X-Scissor",,,"123;212","123;212"
"123","Scyther (Shadow)","Scyther","TRUE",,"256",,,,"15/15/15",,,,"50",,,,"3060",,,,"Fury Cutter, Night Slash, X-Scissor",,,"123;212","123;212"
"124","Jynx","Jynx","FALSE",,"471",,,,"15/15/15",,,,"50",,,,"2888",,,,"Confusion, Avalanche, Ice Punch[etm]",,,"124;238","124;238"
"125","Electabuzz","Electabuzz","FALSE",,"380",,,,"15/15/15",,,,"50",,,,"2639",,,,"Thunder Shock, Thunder Punch, Return[legacy]",,,"125;239;466","125;239;466"
"125","Electabuzz (Shadow)","Electabuzz","TRUE",,"304",,,,"15/15/15",,,,"50",,,,"2639",,,,"Thunder Shock, Thunder Punch, Thunderbolt",,,"125;239;466","125;239;466"
"126","Magmar","Magmar","FALSE",,"328",,,,"15/15/15",,,,"50",,,,"2706",,,,"Karate Chop, Fire Punch, Scorching Sands",,,"126;240;467","126;240;467"
"126","Magmar (Shadow)","Magmar","TRUE",,"279",,,,"15/15/15",,,,"50",,,,"2706",,,,"Karate Chop, Fire Punch, Scorching Sands",,,"126;240;467","126;240;467"
"127","Pinsir","Pinsir","FALSE",,"176",,,,"15/15/15",,,,"50",,,,"3345",,,,"Fury Cutter, Close Combat, X-Scissor",,,"127","127"
"127","Pinsir (Shadow)","Pinsir","TRUE",,"148",,,,"15/15/15",,,,"50",,,,"3345",,,,"Fury Cutter, Close Combat, X-Scissor",,,"127","127"
"128","Tauros","Tauros","FALSE",,"335",,,,"15/15/15",,,,"50",,,,"2962",,,,"Tackle, Horn Attack, Trailblaze",,,"128","128"
"130","Gyarados","Magikarp","FALSE",,"7",,,,"15/15/15",,,,"50",,,,"3834",,,,"Dragon Breath, Aqua Tail[etm], Crunch",,,"129;130","130"
"130","Gyarados (Shadow)","Magikarp","TRUE",,"5",,,,"15/15/15",,,,"50",,,,"3834",,,,"Dragon Breath, Aqua Tail[etm], Crunch",,,"129;130","130"
"131","Lapras","Lapras","FALSE",,"122",,,,"15/15/15",,,,"50",,,,"2985",,,,"Ice Shard[etm], Surf, Ice Beam[etm]",,,"131","131"
"131","Lapras (Shadow)","Lapras","TRUE",,"154",,,,"15/15/15",,,,"50",,,,"2985",,,,"Ice Shard[etm], Surf, Ice Beam[etm]",,,"131","131"
"134","Vaporeon","Eevee","FALSE",,"45",,,,"15/15/15",,,,"50",,,,"3521",,,,"Water Gun, Aqua Tail, Last Resort[etm]",,,"133;134","134"
"135","Jolteon","Eevee","FALSE",,"230",,,,"15/15/15",,,,"50",,,,"3265",,,,"Volt Switch, Discharge, Last Resort[etm]",,,"133;135","135"
"136","Flareon","Eevee","FALSE",,"175",,,,"15/15/15",,,,"50",,,,"3424",,,,"Fire Spin, Superpower[etm], Flamethrower",,,"133;136","136"
"139","Omastar","Omanyte","FALSE",,"365",,,,"15/15/15",,,,"50",,,,"3150",,,,"Mud Shot, Rock Slide[etm], Rock Blast",,,"138;139","139"
"139","Omastar (Shadow)","Omanyte","TRUE",,"338",,,,"15/15/15",,,,"50",,,,"3150",,,,"Mud Shot, Rock Slide[etm], Rock Blast",,,"138;139","139"
"141","Kabutops","Kabuto","FALSE",,"388",,,,"15/15/15",,,,"50",,,,"3067",,,,"Fury Cutter[etm], Stone Edge, Ancient Power",,,"140;141","141"
"142","Aerodactyl","Aerodactyl","FALSE",,"423",,,,"15/15/15",,,,"50",,,,"3147",,,,"Steel Wing, Rock Slide, Earth Power",,,"142","142"
"142","Aerodactyl (Shadow)","Aerodactyl","TRUE",,"452",,,,"15/15/15",,,,"50",,,,"3147",,,,"Steel Wing, Rock Slide, Earth Power",,,"142","142"
"143","Snorlax","Snorlax","FALSE",,"52",,,,"15/15/15",,,,"50",,,,"3647",,,,"Lick, Body Slam, Superpower",,,"143;446","143;446"
"143","Snorlax (Shadow)","Snorlax","TRUE",,"33",,,,"15/15/15",,,,"50",,,,"3647",,,,"Lick, Body Slam, Superpower",,,"143;446","143;446"
"149","Dragonite","Dratini","FALSE",,"3",,,,"15/15/15",,,,"50",,,,"4287",,,,"Dragon Breath, Dragon Claw, Superpower",,,"147;148;149","149"
"149","Dragonite (Shadow)","Dratini","TRUE",,"4",,,,"15/15/15",,,,"50",,,,"4287",,,,"Dragon Breath, Dragon Claw, Superpower",,,"147;148;149","149"
"154","Meganium","Chikorita","FALSE",,"138",,,,"15/15/15",,,,"50",,,,"2725",,,,"Vine Whip, Frenzy Plant[etm], Earthquake",,,"152;153;154","154"
"154","Meganium (Shadow)","Chikorita","TRUE",,"157",,,,"15/15/15",,,,"50",,,,"2725",,,,"Vine Whip, Frenzy Plant[etm], Earthquake",,,"152;153;154","154"
"157","Typhlosion","Cyndaquil","FALSE",,"85",,,,"15/15/15",,,,"50",,,,"3266",,,,"Incinerate, Blast Burn[etm], Thunder Punch",,,"155;156;157","157"
"157","Typhlosion (Hisuian)","Cyndaquil","FALSE",,"141",,,,"15/15/15",,,,"50",,,,"3385",,,,"Hex, Shadow Ball, Fire Punch",,,"155;156;157","157"
"157","Typhlosion (Shadow)","Cyndaquil","TRUE",,"78",,,,"15/15/15",,,,"50",,,,"3266",,,,"Incinerate, Blast Burn[etm], Thunder Punch",,,"155;156;157","157"
"160","Feraligatr","Totodile","FALSE",,"10",,,,"15/15/15",,,,"50",,,,"3230",,,,"Shadow Claw, Hydro Cannon[etm], Ice Beam",,,"158;159;160","160"
"160","Feraligatr (Shadow)","Totodile","TRUE",,"13",,,,"15/15/15",,,,"50",,,,"3230",,,,"Shadow Claw, Hydro Cannon[etm], Ice Beam",,,"158;159;160","160"
"164","Noctowl","Hoothoot","FALSE",,"473",,,,"15/15/15",,,,"50",,,,"2288",,,,"Wing Attack, Sky Attack, Shadow Ball",,,"163;164","164"
"169","Crobat","Zubat","FALSE",,"274",,,,"15/15/15",,,,"50",,,,"2992",,,,"Air Slash, Cross Poison, Shadow Ball",,,"41;42;169","169"
"169","Crobat (Shadow)","Zubat","TRUE",,"253",,,,"15/15/15",,,,"50",,,,"2992",,,,"Air Slash, Cross Poison, Shadow Ball",,,"41;42;169","169"
"171","Lanturn","Chinchou","FALSE",,"346",,,,"15/15/15",,,,"50",,,,"2357",,,,"Spark, Surf, Thunderbolt",,,"170;171","171"
"178","Xatu","Natu","FALSE",,"510",,,,"15/15/15",,,,"50",,,,"2474",,,,"Air Slash, Aerial Ace, Future Sight",,,"177;178","178"
"178","Xatu (Shadow)","Natu","TRUE",,"507",,,,"15/15/15",,,,"50",,,,"2474",,,,"Air Slash, Aerial Ace, Future Sight",,,"177;178","178"
"181","Ampharos","Mareep","FALSE",,"112",,,,"15/15/15",,,,"50",,,,"3225",,,,"Volt Switch, Brutal Swing, Thunder Punch",,,"179;180;181","181"
"181","Ampharos (Shadow)","Mareep","TRUE",,"110",,,,"15/15/15",,,,"50",,,,"3225",,,,"Volt Switch, Brutal Swing, Thunder Punch",,,"179;180;181","181"
"182","Bellossom","Bellossom","FALSE",,"330",,,,"15/15/15",,,,"50",,,,"2578",,,,"Bullet Seed, Leaf Blade, Dazzling Gleam",,,"43;44;182","182"
"182","Bellossom (Shadow)","Bellossom","TRUE",,"294",,,,"15/15/15",,,,"50",,,,"2578",,,,"Bullet Seed, Leaf Blade, Dazzling Gleam",,,"43;44;182","182"
"185","Sudowoodo","Sudowoodo","FALSE",,"481",,,,"15/15/15",,,,"50",,,,"2428",,,,"Counter, Meteor Beam, Rock Slide",,,"185;438","185;438"
"185","Sudowoodo (Shadow)","Sudowoodo","TRUE",,"501",,,,"15/15/15",,,,"50",,,,"2428",,,,"Counter, Meteor Beam, Rock Slide",,,"185;438","185;438"
"186","Politoed","Politoed","FALSE",,"238",,,,"15/15/15",,,,"50",,,,"2769",,,,"Bubble, Weather Ball (Water), Ice Beam[etm]",,,"60;61;186","186"
"186","Politoed (Shadow)","Politoed","TRUE",,"225",,,,"15/15/15",,,,"50",,,,"2769",,,,"Bubble, Weather Ball (Water), Ice Beam[etm]",,,"60;61;186","186"
"195","Quagsire","Wooper","FALSE",,"419",,,,"15/15/15",,,,"50",,,,"2252",,,,"Mud Shot, Aqua Tail[etm], Mud Bomb",,,"194;195","195"
"195","Quagsire (Shadow)","Wooper","TRUE",,"403",,,,"15/15/15",,,,"50",,,,"2252",,,,"Mud Shot, Aqua Tail[etm], Mud Bomb",,,"194;195","195"
"196","Espeon","Eevee","FALSE",,"152",,,,"15/15/15",,,,"50",,,,"3583",,,,"Confusion, Psychic Fangs, Shadow Ball[etm]",,,"133;196","196"
"197","Umbreon","Eevee","FALSE",,"371",,,,"15/15/15",,,,"50",,,,"2416",,,,"Snarl, Foul Play, Last Resort[etm]",,,"133;197","197"
"199","Slowking","Slowpoke","FALSE",,"293",,,,"15/15/15",,,,"50",,,,"2877",,,,"Confusion, Surf[etm], Scald",,,"79;199","199"
"199","Slowking (Galarian)","Slowpoke","FALSE",,"242",,,,"15/15/15",,,,"50",,,,"3072",,,,"Confusion, Surf[etm], Shadow Ball",,,"79;199","199"
"199","Slowking (Shadow)","Slowpoke","TRUE",,"318",,,,"15/15/15",,,,"50",,,,"2877",,,,"Confusion, Surf[etm], Psychic",,,"79;199","199"
"205","Forretress","Pineco","FALSE",,"357",,,,"15/15/15",,,,"50",,,,"2580",,,,"Bug Bite, Mirror Shot, Heavy Slam",,,"204;205","205"
"205","Forretress (Shadow)","Pineco","TRUE",,"337",,,,"15/15/15",,,,"50",,,,"2580",,,,"Bug Bite, Mirror Shot, Heavy Slam",,,"204;205","205"
"208","Steelix","Onix","FALSE",,"259",,,,"15/15/15",,,,"50",,,,"2729",,,,"Dragon Tail, Breaking Swipe, Crunch",,,"95;208","208"
"208","Steelix (Shadow)","Onix","TRUE",,"252",,,,"15/15/15",,,,"50",,,,"2729",,,,"Dragon Tail, Breaking Swipe, Crunch",,,"95;208","208"
"210","Granbull","Snubbull","FALSE",,"342",,,,"15/15/15",,,,"50",,,,"2885",,,,"Snarl, Close Combat, Crunch",,,"209;210","210"
"210","Granbull (Shadow)","Snubbull","TRUE",,"292",,,,"15/15/15",,,,"50",,,,"2885",,,,"Snarl, Close Combat, Crunch",,,"209;210","210"
"212","Scizor","Scyther","FALSE",,"130",,,,"15/15/15",,,,"50",,,,"3393",,,,"Fury Cutter, Night Slash, X-Scissor",,,"123;212","212"
"212","Scizor (Shadow)","Scyther","TRUE",,"91",,,,"15/15/15",,,,"50",,,,"3393",,,,"Bullet Punch, Night Slash, Iron Head",,,"123;212","212"
"214","Heracross","Heracross","FALSE",,"101",,,,"15/15/15",,,,"50",,,,"3506",,,,"Counter, Close Combat, Rock Blast",,,"214","214"
"217","Ursaring","Teddiursa","FALSE",,"105",,,,"15/15/15",,,,"50",,,,"3329",,,,"Shadow Claw, Close Combat, Trailblaze",,,"216;217;901","217;901"
"217","Ursaring (Shadow)","Teddiursa","TRUE",,"100",,,,"15/15/15",,,,"50",,,,"3329",,,,"Shadow Claw, Close Combat, Trailblaze",,,"216;217;901","217;901"
"221","Piloswine","Swinub","FALSE",,"236",,,,"15/15/15",,,,"50",,,,"2652",,,,"Powder Snow, Avalanche, High Horsepower",,,"220;221;473","221;473"
"221","Piloswine (Shadow)","Swinub","TRUE",,"276",,,,"15/15/15",,,,"50",,,,"2652",,,,"Powder Snow, Avalanche, High Horsepower",,,"220;221;473","221;473"
"224","Octillery","Remoraid","FALSE",,"500",,,,"15/15/15",,,,"50",,,,"2617",,,,"Lock On, Water Pulse, Octazooka",,,"223;224","224"
