"ID","Pokemon","Family","Shadow","Little_Rank","Great_Rank","Master_Rank","Ultra_Rank","Little_IVs","Great_IVs","Master_IVs","Ultra_IVs","Little_Level","Great_Level","Master_Level","Ultra_Level","Little_CP","Great_CP","Master_CP","Ultra_CP","Little_MoveSet","Great_MoveSet","Master_MoveSet","Ultra_MoveSet","Evo_Fam","Evo_Next"
"108","Lickitung","Lickitung","FALSE",,"22",,,,"8/14/15",,,,"50",,,,"1491",,,,"Lick, Body Slam*, Power Whip",,,"108;463","108;463"
"113","Chansey","Chansey","FALSE",,"90",,,,"15/15/15",,,,"50",,,,"1418",,,,"Zen Headbutt, Dazzling Gleam, Psychic",,,"113;242;440","113;242;440"
"118","Goldeen","Goldeen","FALSE",,"95",,,,"15/15/15",,,,"50",,,,"1302",,,,"Peck, Aqua Tail, Horn Attack",,,"118;119","118;119"
"119","Seaking","Goldeen","FALSE",,"19",,,,"0/14/14",,,,"26.5",,,,"1500",,,,"Peck, Drill Run*, Icy Wind*",,,"118;119","119"
"122","Mr. Mime","Mr-mime","FALSE",,"71",,,,"0/13/15",,,,"25.5",,,,"1500",,,,"Psywave, Shadow Ball, Psychic",,,"122;439;866","122;439;866"
"124","Jynx","Jynx","FALSE",,"115",,,,"0/14/15",,,,"22",,,,"1499",,,,"Confusion, Avalanche, Psyshock",,,"124;238","124;238"
"126","Magmar","Magmar","FALSE",,"48",,,,"0/15/15",,,,"23.5",,,,"1497",,,,"Karate Chop, Fire Punch, Scorching Sands",,,"126;240;467","126;240;467"
"126","Magmar (Shadow)","Magmar","TRUE",,"50",,,,"0/15/15",,,,"23.5",,,,"1497",,,,"Karate Chop, Fire Punch, Scorching Sands",,,"126;240;467","126;240;467"
"136","Flareon","Eevee","FALSE",,"124",,,,"0/15/13",,,,"18.5",,,,"1498",,,,"Ember, Superpower*, Flamethrower",,,"133;136","136"
"137","Porygon","Porygon","FALSE",,"97",,,,"0/13/15",,,,"37.5",,,,"1500",,,,"Quick Attack<sup>†</sup>, Discharge*, Hyper Beam",,,"137;233;474","137;233;474"
"137","Porygon (Shadow)","Porygon","TRUE",,"131",,,,"0/13/15",,,,"37.5",,,,"1500",,,,"Tackle*, Discharge*, Signal Beam*",,,"137;233;474","137;233;474"
"166","Ledian","Ledyba","FALSE",,"80",,,,"13/15/15",,,,"50",,,,"1496",,,,"Bug Bite, Dynamic Punch, Aerial Ace",,,"165;166","166"
"166","Ledian (Shadow)","Ledyba","TRUE",,"85",,,,"13/15/15",,,,"50",,,,"1496",,,,"Bug Bite, Dynamic Punch, Aerial Ace",,,"165;166","166"
"168","Ariados","Spinarak","FALSE",,"77",,,,"0/14/15",,,,"35",,,,"1497",,,,"Poison Sting, Lunge, Trailblaze",,,"167;168","168"
"180","Flaaffy","Mareep","FALSE",,"105",,,,"0/15/14",,,,"47",,,,"1499",,,,"Charge Beam, Trailblaze, Discharge",,,"179;180;181","180;181"
"180","Flaaffy (Shadow)","Mareep","TRUE",,"130",,,,"0/15/14",,,,"47",,,,"1499",,,,"Charge Beam, Trailblaze, Discharge",,,"179;180;181","180;181"
"193","Yanma","Yanma","FALSE",,"148",,,,"0/14/15",,,,"49.5",,,,"1499",,,,"Quick Attack, Aerial Ace, Silver Wind",,,"193;469","193;469"
"199","Slowking","Slowpoke","FALSE",,"39",,,,"0/13/15",,,,"22.5",,,,"1500",,,,"Confusion, Surf*, Blizzard",,,"79;199","199"
"199","Slowking (Galarian)","Slowpoke","FALSE",,"6",,,,"0/14/13",,,,"21",,,,"1499",,,,"Acid, Psyshock, Shadow Ball",,,"79;199","199"
"199","Slowking (Shadow)","Slowpoke","TRUE",,"84",,,,"0/13/15",,,,"22.5",,,,"1500",,,,"Confusion, Surf*, Blizzard",,,"79;199","199"
"209","Snubbull","Snubbull","FALSE",,"143",,,,"15/15/14",,,,"50",,,,"1399",,,,"Tackle, Brick Break, Crunch",,,"209;210","209;210"
"209","Snubbull (Shadow)","Snubbull","TRUE",,"133",,,,"15/15/14",,,,"50",,,,"1399",,,,"Tackle, Brick Break, Crunch",,,"209;210","209;210"
"212","Scizor","Scyther","FALSE",,"17",,,,"1/15/15",,,,"18.5",,,,"1500",,,,"Bullet Punch, Night Slash, Trailblaze",,,"123;212","212"
"212","Scizor (Shadow)","Scyther","TRUE",,"15",,,,"1/15/15",,,,"18.5",,,,"1500",,,,"Bullet Punch, Night Slash, Trailblaze",,,"123;212","212"
"219","Magcargo","Slugma","FALSE",,"9",,,,"0/15/14",,,,"38.5",,,,"1500",,,,"Ember, Rock Tomb, Overheat",,,"218;219","219"
"222","Corsola","Corsola","FALSE",,"20",,,,"10/15/15",,,,"50",,,,"1500",,,,"Bubble, Power Gem, Rock Blast",,,"222","222"
"224","Octillery","Remoraid","FALSE",,"140",,,,"0/15/13",,,,"24.5",,,,"1495",,,,"Lock On, Octazooka, Gunk Shot",,,"223;224","224"
"233","Porygon2","Porygon","FALSE",,"126",,,,"0/12/15",,,,"21",,,,"1498",,,,"Lock On, Tri Attack, Zap Cannon",,,"137;233;474","233;474"
"233","Porygon2 (Shadow)","Porygon","TRUE",,"139",,,,"0/12/15",,,,"21",,,,"1498",,,,"Lock On, Tri Attack, Zap Cannon",,,"137;233;474","233;474"
"238","Smoochum","Jynx","FALSE",,"119",,,,"15/15/15",,,,"50",,,,"1460",,,,"Powder Snow, Psyshock, Ice Punch",,,"124;238","238"
"240","Magby","Magmar","FALSE",,"67",,,,"15/15/15",,,,"50",,,,"1496",,,,"Karate Chop, Fire Punch, Brick Break",,,"126;240;467","240"
"241","Miltank","Miltank","FALSE",,"13",,,,"0/14/14",,,,"24.5",,,,"1500",,,,"Rollout, Body Slam, Thunderbolt",,,"241","241"
"242","Blissey","Chansey","FALSE",,"113",,,,"0/15/3",,,,"21.5",,,,"1500",,,,"Zen Headbutt, Wild Charge*, Dazzling Gleam",,,"113;242;440","242;440"
"256","Combusken","Torchic","FALSE",,"65",,,,"0/15/14",,,,"39.5",,,,"1499",,,,"Ember, Rock Slide, Flame Charge",,,"255;256;257","256;257"
"256","Combusken (Shadow)","Torchic","TRUE",,"74",,,,"0/15/14",,,,"39.5",,,,"1499",,,,"Ember, Rock Slide, Flame Charge",,,"255;256;257","256;257"
"257","Blaziken","Torchic","FALSE",,"28",,,,"1/15/14",,,,"19.5",,,,"1497",,,,"Ember, Aura Sphere, Blast Burn*",,,"255;256;257","257"
"257","Blaziken (Shadow)","Torchic","TRUE",,"27",,,,"1/15/14",,,,"19.5",,,,"1497",,,,"Ember, Aura Sphere, Blast Burn*",,,"255;256;257","257"
"308","Medicham","Meditite","FALSE",,"21",,,,"5/15/14",,,,"50",,,,"1500",,,,"Psycho Cut, Ice Punch, Dynamic Punch",,,"307;308","308"
"323","Camerupt","Numel","FALSE",,"92",,,,"0/14/13",,,,"26",,,,"1499",,,,"Incinerate, Earth Power, Overheat",,,"322;323","323"
"323","Camerupt (Shadow)","Numel","TRUE",,"116",,,,"0/14/13",,,,"26",,,,"1499",,,,"Incinerate, Earth Power, Overheat",,,"322;323","323"
"338","Solrock","Solrock","FALSE",,"1",,,,"0/15/14",,,,"24.5",,,,"1496",,,,"Psywave, Weather Ball (Fire), Rock Slide",,,"338","338"
"341","Corphish","Corphish","FALSE",,"91",,,,"15/15/15",,,,"50",,,,"1391",,,,"Bubble, Aqua Jet, Vise Grip",,,"341;342","341;342"
"341","Corphish (Shadow)","Corphish","TRUE",,"100",,,,"15/15/15",,,,"50",,,,"1391",,,,"Bubble, Aqua Jet, Vise Grip",,,"341;342","341;342"
"342","Crawdaunt","Corphish","FALSE",,"73",,,,"2/15/14",,,,"22.5",,,,"1498",,,,"Snarl, Night Slash, Scald",,,"341;342","342"
"342","Crawdaunt (Shadow)","Corphish","TRUE",,"78",,,,"2/15/14",,,,"22.5",,,,"1498",,,,"Snarl, Night Slash, Scald",,,"341;342","342"
"350","Milotic","Feebas","FALSE",,"12",,,,"0/15/11",,,,"19",,,,"1498",,,,"Dragon Tail, Aqua Tail, Wrap",,,"349;350","350"
"350","Milotic (Shadow)","Feebas","TRUE",,"7",,,,"0/15/11",,,,"19",,,,"1498",,,,"Dragon Tail, Aqua Tail, Wrap",,,"349;350","350"
"368","Gorebyss","Gorebyss","FALSE",,"150",,,,"0/15/15",,,,"22.5",,,,"1499",,,,"Confusion, Water Pulse, Psychic",,,"366;368","368"
"380","Latias","Latias","FALSE",,"34",,,,"1/12/14",,,,"16",,,,"1498",,,,"Dragon Breath, Aura Sphere, Mist Ball*",,,"380","380"
"380","Latias (Shadow)","Latias","TRUE",,"14",,,,"0/14/14",,,,"16",,,,"1500",,,,"Dragon Breath, Aura Sphere, Mist Ball*",,,"380","380"
"402","Kricketune","Kricketot","FALSE",,"76",,,,"0/15/15",,,,"39.5",,,,"1497",,,,"Fury Cutter, X-Scissor, Aerial Ace",,,"401;402","402"
"413","Wormadam (Trash)","Burmy","FALSE",,"4",,,,"0/10/7",,,,"38",,,,"1500",,,,"Bug Bite, Bug Buzz, Iron Head",,,"412;413","413"
"421","Cherrim (Sunshine)","Cherubi","FALSE",,"112",,,,"0/13/15",,,,"28",,,,"1500",,,,"Bullet Seed, Weather Ball (Fire), Solar Beam",,,"420;421","421"
"463","Lickilicky","Lickitung","FALSE",,"3",,,,"0/15/10",,,,"23.5",,,,"1499",,,,"Rollout, Body Slam*, Shadow Ball",,,"108;463","463"
"467","Magmortar","Magmar","FALSE",,"75",,,,"0/10/15",,,,"18",,,,"1498",,,,"Karate Chop, Fire Punch, Thunderbolt*",,,"126;240;467","240;467"
"467","Magmortar (Shadow)","Magmar","TRUE",,"69",,,,"0/10/15",,,,"18",,,,"1498",,,,"Karate Chop, Fire Punch, Thunderbolt*",,,"126;240;467","240;467"
"474","Porygon-Z","Porygon","FALSE",,"151",,,,"1/15/13",,,,"17",,,,"1500",,,,"Lock On, Tri Attack*, Zap Cannon",,,"137;233;474","474"
"474","Porygon-Z (Shadow)","Porygon","TRUE",,"152",,,,"1/15/13",,,,"17",,,,"1500",,,,"Lock On, Tri Attack*, Zap Cannon",,,"137;233;474","474"
"479","Rotom (Wash)","Rotom","FALSE",,"89",,,,"0/12/15",,,,"22",,,,"1500",,,,"Thunder Shock, Thunderbolt, Hydro Pump",,,"479","479"
"481","Mesprit","Mesprit","FALSE",,"96",,,,"1/13/12",,,,"18.5",,,,"1496",,,,"Confusion, Swift, Future Sight",,,"481","481"
"499","Pignite","Tepig","FALSE",,"41",,,,"0/15/15",,,,"29.5",,,,"1497",,,,"Ember, Rock Tomb, Flame Charge",,,"498;499;500","499;500"
"499","Pignite (Shadow)","Tepig","TRUE",,"81",,,,"0/15/15",,,,"29.5",,,,"1497",,,,"Ember, Rock Tomb, Flame Charge",,,"498;499;500","499;500"
"500","Emboar","Tepig","FALSE",,"66",,,,"0/14/9",,,,"19",,,,"1499",,,,"Ember, Blast Burn*, Rock Slide",,,"498;499;500","500"
"500","Emboar (Shadow)","Tepig","TRUE",,"59",,,,"0/14/9",,,,"19",,,,"1499",,,,"Ember, Blast Burn*, Rock Slide",,,"498;499;500","500"
"514","Simisear","Pansear","FALSE",,"132",,,,"0/14/15",,,,"24",,,,"1496",,,,"Fire Spin, Crunch, Flamethrower",,,"513;514","514"
"518","Musharna","Munna","FALSE",,"121",,,,"0/12/15",,,,"21",,,,"1499",,,,"Charge Beam, Psyshock, Dazzling Gleam",,,"517;518","518"
"531","Audino","Audino","FALSE",,"146",,,,"0/15/13",,,,"41",,,,"1500",,,,"Zen Headbutt, Body Slam*, Disarming Voice",,,"531","531"
"538","Throh","Throh","FALSE",,"137",,,,"2/15/15",,,,"22",,,,"1499",,,,"Low Kick, Brick Break, Body Slam",,,"538","538"
"538","Throh (Shadow)","Throh","TRUE",,"142",,,,"2/15/15",,,,"22",,,,"1499",,,,"Low Kick, Brick Break, Body Slam",,,"538","538"
"545","Scolipede","Venipede","FALSE",,"86",,,,"1/15/14",,,,"23",,,,"1496",,,,"Poison Sting, X-Scissor, Megahorn",,,"543;544;545","545"
"545","Scolipede (Shadow)","Venipede","TRUE",,"79",,,,"1/15/14",,,,"23",,,,"1496",,,,"Poison Sting, X-Scissor, Megahorn",,,"543;544;545","545"
"553","Krookodile","Sandile","FALSE",,"33",,,,"0/13/14",,,,"18.5",,,,"1499",,,,"Mud Slap, Crunch, Brick Break",,,"551;552;553","553"
"554","Darumaka","Darumaka","FALSE",,"109",,,,"2/15/14",,,,"50",,,,"1500",,,,"Fire Fang, Fire Punch, Flame Charge",,,"554;555","554;555"
"554","Darumaka (Shadow)","Darumaka","TRUE",,"114",,,,"2/15/14",,,,"50",,,,"1500",,,,"Fire Fang, Fire Punch, Flame Charge",,,"554;555","554;555"
"555","Darmanitan (Standard)","Darumaka","FALSE",,"123",,,,"0/15/11",,,,"18",,,,"1496",,,,"Incinerate, Rock Slide, Overheat",,,"554;555","555"
"555","Darmanitan (Standard) (Shadow)","Darumaka","TRUE",,"134",,,,"0/15/11",,,,"18",,,,"1496",,,,"Incinerate, Rock Slide, Overheat",,,"554;555","555"
"557","Dwebble","Dwebble","FALSE",,"103",,,,"15/15/15",,,,"50",,,,"1384",,,,"Smack Down, Rock Tomb, X-Scissor",,,"557;558","557;558"
"557","Dwebble (Shadow)","Dwebble","TRUE",,"99",,,,"15/15/15",,,,"50",,,,"1384",,,,"Smack Down, Rock Tomb, X-Scissor",,,"557;558","557;558"
"558","Crustle","Dwebble","FALSE",,"2",,,,"0/13/13",,,,"22.5",,,,"1499",,,,"Fury Cutter, X-Scissor, Rock Wrecker",,,"557;558","558"
"558","Crustle (Shadow)","Dwebble","TRUE",,"8",,,,"0/13/13",,,,"22.5",,,,"1499",,,,"Fury Cutter, X-Scissor, Rock Wrecker",,,"557;558","558"
"560","Scrafty","Scraggy","FALSE",,"10",,,,"0/8/15",,,,"25.5",,,,"1495",,,,"Counter, Power-Up Punch, Thunder Punch",,,"559;560","560"
"585","Deerling","Deerling","FALSE",,"147",,,,"15/15/14",,,,"50",,,,"1283",,,,"Tackle, Wild Charge, Trailblaze",,,"585;586","585;586"
"594","Alomomola","Alomomola","FALSE",,"30",,,,"0/15/11",,,,"27",,,,"1499",,,,"Waterfall, Hydro Pump, Blizzard",,,"594","594"
"617","Accelgor","Shelmet","FALSE",,"149",,,,"0/14/15",,,,"23",,,,"1500",,,,"Water Shuriken, Bug Buzz, Acid Spray",,,"616;617","617"
"617","Accelgor (Shadow)","Shelmet","TRUE",,"144",,,,"0/14/15",,,,"23",,,,"1500",,,,"Water Shuriken, Bug Buzz, Energy Ball*",,,"616;617","617"
"621","Druddigon","Druddigon","FALSE",,"64",,,,"0/15/15",,,,"20.5",,,,"1499",,,,"Dragon Tail, Night Slash, Rock Tomb",,,"621","621"
"624","Pawniard","Pawniard","FALSE",,"49",,,,"2/15/15",,,,"50",,,,"1497",,,,"Fury Cutter, Night Slash, X-Scissor",,,"624;625;983","624;625;983"
"625","Bisharp","Pawniard","FALSE",,"98",,,,"1/15/15",,,,"19.5",,,,"1500",,,,"Snarl, Dark Pulse, X-Scissor",,,"624;625;983","625;983"
"628","Braviary","Rufflet","FALSE",,"127",,,,"1/15/15",,,,"18",,,,"1500",,,,"Air Slash, Fly, Close Combat",,,"627;628","628"
"631","Heatmor","Heatmor","FALSE",,"108",,,,"0/15/14",,,,"23.5",,,,"1500",,,,"Fire Spin, Thunder Punch, Flamethrower",,,"631","631"
"654","Braixen","Fennekin","FALSE",,"82",,,,"0/15/14",,,,"33",,,,"1499",,,,"Ember, Psyshock, Flame Charge",,,"653;654;655","654;655"
"654","Braixen (Shadow)","Fennekin","TRUE",,"83",,,,"0/15/14",,,,"33",,,,"1499",,,,"Ember, Psyshock, Flame Charge",,,"653;654;655","654;655"
"655","Delphox","Fennekin","FALSE",,"68",,,,"0/11/14",,,,"18.5",,,,"1499",,,,"Fire Spin, Psyshock, Blast Burn*",,,"653;654;655","655"
"655","Delphox (Shadow)","Fennekin","TRUE",,"52",,,,"0/11/14",,,,"18.5",,,,"1499",,,,"Fire Spin, Psyshock, Blast Burn*",,,"653;654;655","655"
"662","Fletchinder","Fletchling","FALSE",,"37",,,,"0/14/15",,,,"50",,,,"1495",,,,"Peck, Fly, Flame Charge",,,"661;662;663","662;663"
"662","Fletchinder (Shadow)","Fletchling","TRUE",,"38",,,,"0/14/15",,,,"50",,,,"1495",,,,"Peck, Fly, Flame Charge",,,"661;662;663","662;663"
"663","Talonflame","Fletchling","FALSE",,"29",,,,"0/13/14",,,,"26",,,,"1500",,,,"Peck, Fly, Brave Bird",,,"661;662;663","663"
"663","Talonflame (Shadow)","Fletchling","TRUE",,"43",,,,"0/13/14",,,,"26",,,,"1500",,,,"Peck, Flame Charge, Fly",,,"661;662;663","663"
"666","Vivillon","Scatterbug","FALSE",,"145",,,,"0/15/14",,,,"31.5",,,,"1498",,,,"Gust, Aerial Ace, Bug Buzz",,,"664;665;666","666"
"682","Spritzee","Spritzee","FALSE",,"94",,,,"15/15/14",,,,"50",,,,"1415",,,,"Charm, Thunderbolt, Draining Kiss",,,"682;683","682;683"
"683","Aromatisse","Spritzee","FALSE",,"47",,,,"0/13/15",,,,"24.5",,,,"1500",,,,"Charm, Psyshock, Moonblast",,,"682;683","683"
"697","Tyrantrum","Tyrunt","FALSE",,"60",,,,"0/15/12",,,,"18",,,,"1493",,,,"Dragon Tail, Rock Tomb, Crunch",,,"696;697","697"
"697","Tyrantrum (Shadow)","Tyrunt","TRUE",,"72",,,,"0/15/12",,,,"18",,,,"1493",,,,"Dragon Tail, Crunch, Rock Tomb",,,"696;697","697"
"700","Sylveon","Eevee","FALSE",,"55",,,,"0/15/12",,,,"18.5",,,,"1498",,,,"Charm, Psyshock*, Moonblast",,,"133;700","700"
"726","Torracat","Litten","FALSE",,"120",,,,"0/15/13",,,,"37",,,,"1496",,,,"Ember, Flame Charge, Crunch",,,"725;726;727","726;727"
"727","Incineroar","Litten","FALSE",,"61",,,,"0/15/9",,,,"19",,,,"1497",,,,"Snarl, Brutal Swing, Blast Burn*",,,"725;726;727","727"
"741","Oricorio (Baile)","Oricorio","FALSE",,"110",,,,"0/13/13",,,,"24.5",,,,"1497",,,,"Air Slash, Air Cutter, Aerial Ace",,,"741","741"
"741","Oricorio (Pa'u)","Oricorio","FALSE",,"138",,,,"0/13/13",,,,"24.5",,,,"1497",,,,"Air Slash, Air Cutter, Aerial Ace",,,"741","741"
"745","Lycanroc (Midnight)","Rockruff","FALSE",,"129",,,,"0/15/14",,,,"20.5",,,,"1494",,,,"Counter, Stone Edge, Trailblaze",,,"744;745","745"
"754","Lurantis","Fomantis","FALSE",,"45",,,,"0/15/15",,,,"23.5",,,,"1495",,,,"Leafage, Leaf Blade, Superpower",,,"753;754","754"
"759","Stufful","Stufful","FALSE",,"122",,,,"12/15/15",,,,"50",,,,"1499",,,,"Tackle, Superpower, Stomp",,,"759;760","759;760"
"760","Bewear","Stufful","FALSE",,"88",,,,"0/15/14",,,,"18",,,,"1497",,,,"Shadow Claw, Superpower, Stomp",,,"759;760","760"
"776","Turtonator","Turtonator","FALSE",,"44",,,,"0/12/14",,,,"26",,,,"1499",,,,"Ember, Brutal Swing, Dragon Claw",,,"776","776"
"779","Bruxish","Bruxish","FALSE",,"16",,,,"0/15/15",,,,"23.5",,,,"1495",,,,"Confusion, Aqua Tail, Psychic Fangs",,,"779","779"
"794","Buzzwole","Buzzwole","FALSE",,"93",,,,"2/15/15",,,,"16",,,,"1499",,,,"Counter, Superpower, Lunge",,,"794","794"
"857","Hattrem","Hatenna","FALSE",,"62",,,,"0/15/15",,,,"40.5",,,,"1494",,,,"Confusion, Psyshock, Dazzling Gleam",,,"856;857;858","857;858"
"858","Hatterene","Hatenna","FALSE",,"107",,,,"0/11/14",,,,"20",,,,"1499",,,,"Charm, Psyshock, Power Whip",,,"856;857;858","858"
"860","Morgrem","Impidimp","FALSE",,"26",,,,"3/15/15",,,,"49.5",,,,"1500",,,,"Sucker Punch, Foul Play, Play Rough",,,"859;860;861","860;861"
"909","Fuecoco","Fuecoco","FALSE",,"141",,,,"15/15/14",,,,"50",,,,"1274",,,,"Incinerate, Crunch, Disarming Voice",,,"909;910;911","909;910;911"
"910","Crocalor","Fuecoco","FALSE",,"87",,,,"0/15/10",,,,"30",,,,"1494",,,,"Incinerate, Crunch, Disarming Voice",,,"909;910;911","910;911"
"911","Skeledirge","Fuecoco","FALSE",,"51",,,,"1/15/14",,,,"18.5",,,,"1500",,,,"Incinerate, Torch Song, Shadow Ball",,,"909;910;911","911"
"936","Armarouge","Armarouge","FALSE",,"46",,,,"0/13/15",,,,"17.5",,,,"1499",,,,"Incinerate, Psyshock, Flame Charge",,,"935;936","936"
"950","Klawf","Klawf","FALSE",,"40",,,,"1/15/15",,,,"23.5",,,,"1500",,,,"Mud Slap, Bulldoze, Rock Tomb",,,"950","950"
"958","Tinkatuff","Tinkatink","FALSE",,"25",,,,"0/5/15",,,,"47",,,,"1477",,,,"Fairy Wind, Play Rough, Flash Cannon",,,"957;958;959","958;959"
"959","Tinkaton","Tinkatink","FALSE",,"11",,,,"0/14/14",,,,"22.5",,,,"1500",,,,"Fairy Wind, Play Rough, Bulldoze",,,"957;958;959","959"
"961","Wugtrio","Wiglett","FALSE",,"111",,,,"0/12/15",,,,"30",,,,"1499",,,,"Mud Slap, Liquidation, Surf",,,"960;961","961"
"973","Flamigo","Flamigo","FALSE",,"53",,,,"0/15/11",,,,"20.5",,,,"1500",,,,"Double Kick, Upper Hand, Brave Bird",,,"973","973"
"978","Tatsugiri (Curly)","Tatsugiri","FALSE",,"135",,,,"10/15/14",,,,"23",,,,"1497",,,,"Water Gun, Surf, Outrage",,,"978","978"
"978","Tatsugiri (Droopy)","Tatsugiri","FALSE",,"136",,,,"10/15/14",,,,"23",,,,"1497",,,,"Water Gun, Surf, Outrage",,,"978","978"
"1111","Select a Pokemon","Select a Pokemon","FALSE","","","","","","","","","","","","","","","","","","","","","1111","1111"
"1111","Select a Pokemon","Select a Pokemon","TRUE","","","","","","","","","","","","","","","","","","","","","1111","1111"
"1112","Select a Shadow Pokemon","Select a Shadow Pokemon","FALSE","","","","","","","","","","","","","","","","","","","","","1112","1112"
"1112","Select a Shadow Pokemon","Select a Shadow Pokemon","TRUE","","","","","","","","","","","","","","","","","","","","","1112","1112"
